Name,ParentOrg,OrgID,Address,Latitude,Longitude,Geocoder Display Name
Sydney Information Centre and Library,Mercer,5415,"Level 5, 75 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Institute of Traditional Chinese Medicine Library,Sydney Institute of Traditional Chinese Medicine,328598,Level 5 25 Dixon Street SYDNEY NSW 2000 AUSTRALIA,,,
Sydney Jewish Museum Library & Resource Centre,Sydney Jewish Museum,8797,148 Darlinghurst Road DARLINGHURST NSW 2010 AUSTRALIA,-33.875451,151.2219356,"Darlinghurst Road, Darlinghurst, Sydney, Council of the City of Sydney, New South Wales, 2010, Australia"
Sydney Journal,University Library,329438,Electronic Resource N/A NSW N/A AUSTRALIA,,,
Sydney Knowledge Centre,Herbert Smith Freehills,8955,"Herbert Smith Freehills Knowledge Centre, Level 27 ANZ Tower, 161 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Library,Allens,5692,"Level 4, Deutsche Bank Place Cnr Hunter & Phillip Streets SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Library,Australian Government Solicitor,8965,"Level 42, MLC Building 19 Martin Place SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Library,Information Centre,6306,"Level 33, Ernst & Young Centre World Square SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Library,Middletons,8605,Level 26 52 Martin Place SYDNEY NSW 2000 AUSTRALIA,,,
Sydney Library,MinterEllison,4432,"Minter Ellison, Know-How Governor Macquarie Tower, 1 Farrer Place SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Library,Norton Rose Australia,328117,GPO Box 3872 SYDNEY NSW 2001 AUSTRALIA,,,
Sydney Library,Study Group Australia,134938,"Level 1, 63 Oxford Street DARLINGHURST NSW 2010 AUSTRALIA",,,
Sydney Masonic Library,United Grand Lodge of New South Wales,5645,279 Castlereagh Street SYDNEY NSW 2000 AUSTRALIA,-33.8678347,151.2098489,"Castlereagh Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
Sydney Mechanics' School of Arts Library,Sydney Mechanics' School of Arts,5693,Level 3 280 Pitt Street SYDNEY NSW 2000 AUSTRALIA,,,
Sydney Office Library,AECOM,8364,"Level 21, 420 George Street SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Office Library,Arup,571,"Barrack Place, Level 5 151 Clarence Street SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Office Library,Baker & McKenzie,325797,"Level 27, AMP Centre 50 Bridge Street SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Office Library,Commonwealth Director of Public Prosecutions,6436,"Level 7, Civic Tower 66 - 68 Goulburn St. SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Office Library,Credit Suisse,8383,"Level 31, Gateway 1 Macquarie Place SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Office Library,DLA Piper (Lawyers),4113,Level 22 No. 1 Martin Place SYDNEY NSW 2000 AUSTRALIA,,,
Sydney Office Library,Jacobs,8582,"6th Floor, 100 Christie Street ST LEONARDS NSW 2065 AUSTRALIA",,,
Sydney Office Library,National Archives of Australia,76756,2 Globe Street THE ROCKS NSW 2000 AUSTRALIA,-33.8605601,151.2078523,"Globe Street, The Rocks, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
Sydney Registry Library,Administrative Review Tribunal,9803,"Level 12, 83 Clarence Street SYDNEY NSW 2000 AUSTRALIA",,,
Sydney Symphony Orchestra Library,Sydney Symphony Orchestra,7033,Sydney Opera House SYDNEY NSW 2000 AUSTRALIA,-33.85719805,151.21512338473752,"Sydney Opera House, 2, Macquarie Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
Sydney Water Research Services,Sydney Water,8798,Level 3 1 Smith St PARRAMATTA NSW 2150 AUSTRALIA,,,
Sydney's Aldermen,City of Sydney,336017,Online Online NSW 2000 AUSTRALIA,,,
Sylvania High School Library,Sylvania High School,4515,Bellingara Road SYLVANIA NSW 2224 AUSTRALIA,-34.0172285,151.1063811,"Bellingara Road, Sylvania, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2224, Australia"
Sylvania Library,Sutherland Shire Libraries,7204,Southgate Shopping Centre SYLVANIA NSW 2224 AUSTRALIA,-34.01007275,151.10408799263433,"Southgate Shopping Centre, Melrose Avenue, Sylvania Heights, Sylvania, Sutherland Shire, Sydney, Sutherland Shire Council, New South Wales, 2224, Australia"
Symbion Health Dorevitch Pathology Library,Dorevitch Pathology,8362,18 Banksia Street HEIDELBERG VIC 3084 AUSTRALIA,-37.75951825,145.0701411217653,"Dorevitch Pathology, 18, Banksia Street, Heidelberg, Melbourne, City of Banyule, Victoria, 3084, Australia"
T. J. O'Neill Memorial Library,South Burnett Libraries,7491,Civic Centre Glendon Street KINGAROY QLD 4610 AUSTRALIA,,,
T.O.S.A. Library,Tasmanian Orff Schulwerk Association Inc.,6078,GPO BOX 210 HOBART TAS 7001 AUSTRALIA,,,
TAFE Counselling Service Library,TAFE Counselling Service,6772,Cable House 14-16 Victoria St PERTH WA 6000 AUSTRALIA,,,
TAFE Gippsland,TAFE Gippsland,3932,PO Box 3279 MORWELL VIC 3841 AUSTRALIA,,,
TAFE Gippsland: Yallourn Campus,TAFE Gippsland,7377,Monash Road NEWBOROUGH VIC 3825 AUSTRALIA,-38.1869656,146.2847232,"Monash Road, Newborough, City of Latrobe, Victoria, 3825, Australia"
TAFE Library Collection Services,TAFE NSW Library Services,64699,51 Wentworth Road STRATHFIELD NSW 2135 AUSTRALIA,-33.87359865,151.0973998959447,"TAFE Digital, 51, Wentworth Road, Strathfield, Inner West, Sydney, New South Wales, 2135, Australia"
TAFE NSW - Illawarra and South Coast,,13632,ILLAWARRA NSW 2000 AUSTRALIA,-34.46145045,150.7904073797538,"Illawarra, New South Wales, Australia"
TAFE NSW - South Western Sydney,,14986,500 Chapel Road BANKSTOWN NSW 2200 AUSTRALIA,-33.9239352,151.0304174,"Chapel Road, Bankstown, Sydney, Canterbury-Bankstown Council, New South Wales, 2200, Australia"
TAFE NSW - Sydney,,330544,827-839 George Street SYDNEY NSW 2000 AUSTRALIA,-33.8683439,151.2070067,"George Street, Quay Quarter, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
"TAFE NSW - Sydney Institute, Ultimo College Library","Sydney Institute of Technology, Ultimo",16379,Building D Mary Ann Street Ultimo NSW 2007 AUSTRALIA,,,
TAFE NSW - Western Sydney,,15548,2-10 O'Connell Street Kingswood NSW 2747 AUSTRALIA,-33.7622317,150.7349799,"O'Connell Street, Kingswood, Sydney, Penrith City Council, New South Wales, 2747, Australia"
TAFE NSW Library Services,,330259,19 Mary Ann Street ULTIMO NSW 2007 AUSTRALIA,-33.8817253,151.1980728,"Mary Ann Street, Ultimo, Sydney, Council of the City of Sydney, New South Wales, 2007, Australia"
TAFE NSW Meadowbank Library,TAFE NSW - Northern Sydney,8553,Level 2 Building P See Street MEADOWBANK NSW 2114 AUSTRALIA,,,
TAFE Queensland Library Network,,9882,Locked Mail Bag 14 SOUTH BRISBANE QLD 4101 AUSTRALIA,,,
TAFE SA,,82418,Please consult one of our branch entries Adelaide SA 5000 AUSTRALIA,,,
TCA Library,Tandem Club of Australia Inc.,5750,1/1 Royston Avenue EAST MALVERN VIC 3145 AUSTRALIA,-37.866356,145.0408167,"Royston Avenue, Malvern East, Melbourne, City of Stonnington, Victoria, 3145, Australia"
TELLS Library,TAFE English Language & Literacy Services,334457,"TAFE Queensland Brisbane, Mt Gravatt Level 2 F Block, 1030 Cavendish Rd MT GRAVATT QLD 4122 AUSTRALIA",,,
TEO Library,Tasmanian Electoral Commission,4668,"Level 2, Telstra Centre 70 Collins Street HOBART TAS 7000 AUSTRALIA",,,
TESOL Joint Use Library,QLD Department of Education & Training;TAFE Queensland,4889,Coorparoo Education Precinct 347 Old Cleveland Rd COORPAROO QLD 4151 AUSTRALIA,,,
TLC Toy Library,,20616,93 Sophy Cres BRACKEN RIDGE QLD 4017 AUSTRALIA,-27.3211419,153.0218998,"93, Sophy Crescent, Bracken Ridge, Brisbane City, Queensland, 4017, Australia"
Tablelands Regional Libraries,Picture Queensland partner,333868,16 Robert Street ATHERTON QLD 4883 AUSTRALIA,-17.26874395,145.4789436528285,"Atherton Library, 16, Robert Street, Atherton, Tablelands Regional, Queensland, 4883, Australia"
Tablelands Regional Libraries,,7443,16 Robert Street ATHERTON QLD 4883 AUSTRALIA,-17.26874395,145.4789436528285,"Atherton Library, 16, Robert Street, Atherton, Tablelands Regional, Queensland, 4883, Australia"
Tabor College Library,Tabor Adelaide,4607,181 Goodwood Road MILLSWOOD SA 5034 AUSTRALIA,-34.9546317,138.5898834,"Goodwood Road, Millswood, Adelaide, City of Unley, South Australia, 5034, Australia"
Tailem Bend School Community Library,Coorong District Council,15192,Tailem Bend Primary School 1 Murray Street TAILEM BEND SA 5260 AUSTRALIA,,,
Talbingo Library,Riverina Regional Library,8846,Lampe Street TALBINGO NSW 2720 AUSTRALIA,-35.5805521,148.3005124,"Lampe Street, Talbingo, Snowy Valleys Council, New South Wales, 2720, Australia"
Tallangatta Library,Towong Shire Libraries,6397,Towong Street TALLANGATTA VIC 3700 AUSTRALIA,-36.2156781,147.1794028,"Towong Street, Tallangatta, Shire of Towong, Victoria, 3700, Australia"
Tambellup Public Library,Tambellup Shire Council,7601,34 Norrish Street TAMBELLUP WA 6320 AUSTRALIA,-34.039375,117.6391611,"Norrish Street, Tambellup, Shire Of Broomehill-Tambellup, Western Australia, 6320, Australia"
Tambo Shire Library,Blackall-Tambo Regional Council,3767,Arthur Street TAMBO QLD 4478 AUSTRALIA,-24.8832809,146.2535588,"Arthur Street, Tambo, Blackall Tambo Regional, Queensland, Australia"
Tamborine Mountain Library,Scenic Rim Regional Council Libraries,6081,Cnr. Main Street & Yuulong Road (in Shopping Centre) NORTH TAMBORINE QLD 4272 AUSTRALIA,,,
Tambrey Primary School Library,Tambrey Primary School,9061,Lot 4225 Tambrey Drive KARRATHA WA 6714 AUSTRALIA,-20.74277585,116.80117109880891,"Tambrey Primary School, Lot 4225, Tambrey Drive, Millars Well, Nickol, Karratha, City Of Karratha, Western Australia, 6714, Australia"
Taminmin Joint Use Library,Northern Territory Library,3685,Taminmin High School Challoner Circuit HUMPTY DOO NT 0836 AUSTRALIA,,,
Tammin Shire Library,Tammin Shire Council,3768,Donnan Street TAMMIN WA 6409 AUSTRALIA,-31.6415258,117.4857891,"Donnan Street, Tammin, Shire Of Tammin, Western Australia, 6409, Australia"
Tamworth Campus Library,New England Institute of TAFE,9480,Janison Street TAMWORTH NSW 2340 AUSTRALIA,-31.0811515,150.9345509,"Janison Street, East Tamworth, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
Tamworth City Library,Central Northern Regional Library,4699,466 PEEL STREET TAMWORTH NSW 2340 AUSTRALIA,-31.0901392,150.9293268,"Peel Street, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
Tamworth High School Library,Tamworth High School,10716,Willis Street TAMWORTH NSW 2340 AUSTRALIA,-31.1043284,150.9170734,"Willis Street, South Tamworth, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
Tamworth Public School Library,Tamworth Public School,10669,Napier Street TAMWORTH NSW 2340 AUSTRALIA,-31.0946584,150.9468083,"Napier Street, East Tamworth, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
Tamworth Regional Youth Orchestra Library,Tamworth Regional Youth Orchestra,8115,223 - 227 Marius Street TAMWORTH NSW 2340 AUSTRALIA,-31.0915337,150.93324718013216,"223-227, Marius Street, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
Tamworth South Public School Library,Tamworth South Public School,10723,Petra Avenue TAMWORTH NSW 2340 AUSTRALIA,-31.108089,150.9085491,"Petra Avenue, South Tamworth, Tamworth, Tamworth Regional Council, New South Wales, 2340, Australia"
Tamworth and District Family History Group Inc.,Tamworth and District Family History Group Inc.,10715,"1st Floor, V. Guy Kable Building 197 Marius Street TAMWORTH NSW 2340 AUSTRALIA",,,
Tangara School Library,Tangara School for Girls,7210,89 Â¿ 97 Franklin Road CHERRYBROOK NSW 2126 AUSTRALIA,,,
Tanunda Library,The Barossa Council,1777,66-68 Murray Street (Co-located with Barossa Visitor Centre) TANUNDA SA 5352 AUSTRALIA,,,
Tape Library,Beyond International Ltd,8632,Beyond Productions 109 Reserve Road ARTARMON NSW 2064 AUSTRALIA,,,
Tara Library,Western Downs Libraries,3762,31 Day Street TARA QLD 4421 AUSTRALIA,-27.2767178,150.4568317,"Day Street, Tara, Western Downs Regional, Queensland, Australia"
Taradale Historical Group Library,Taradale Historical Group,5223,Calder Highway TARADALE VIC 3447 AUSTRALIA,-37.1277043,144.3443082,"Calder Highway, Taradale, Shire of Mount Alexander, Victoria, 3447, Australia"
Taree Campus Library,North Coast Institute of TAFE,2903,Montgomery Crescent TAREE NSW 2430 AUSTRALIA,-31.9166427,152.4491086,"Montgomery Crescent, Taree, Mid-Coast Council, New South Wales, 2430, Australia"
Taree Library,MidCoast Council,676,242 Victoria Street TAREE NSW 2430 AUSTRALIA,-31.907712,152.4704105,"Victoria Street, Taree, Mid-Coast Council, New South Wales, 2430, Australia"
Taree West Public School Library,Taree West Public School,10800,TAREE NSW 2430 AUSTRALIA,-31.912864,152.4608481,"Taree, Mid-Coast Council, New South Wales, 2430, Australia"
Tarneit Senior College,,339397,861 Leakes Road TARNEIT VIC 3029 AUSTRALIA,-37.83400665,144.68028038352918,"Tarneit Senior College, 861, Leakes Road, Tarneit, Melbourne, City of Wyndham, Victoria, 3029, Australia"
Taronga Zoo Library,Taronga Zoo,7914,Bradleys Head Road MOSMAN NSW 2088 AUSTRALIA,-33.8320067,151.2443346,"Bradleys Head Road, Balmoral, Mosman, Lower North Shore, Sydney, Mosman Municipal Council, New South Wales, 2088, Australia"
Taroom Library,Banana Shire Library & Information Service,3763,Yaldwyn Street TAROOM QLD 4420 AUSTRALIA,-25.6404266,149.7984876,"Yaldwyn Street, Taroom, Banana Shire, Queensland, 4420, Australia"
Tarrangower History (Maldon & District),,338639,Vincent Road MALDON VIC 3463 AUSTRALIA,,,
Tarrawarra Abbey Library,Tarrawarra Abbey,8347,659 Healesville Road YARRA GLEN VIC 3775 AUSTRALIA,-37.6584346,145.3792652,"Healesville - Yarra Glen Road, Yarra Glen, Melbourne, Shire of Yarra Ranges, Victoria, 3775, Australia"
TasTAFE Libraries,,15190,GPO Box 2015 HOBART TAS 7001 AUSTRALIA,,,
Tasmania HERC Info Centre,Tasmanian Branch Library,334477,182 Macquarie St Hobart TAS 7000 AUSTRALIA,-42.886558,147.3257458,"Health Education Resource Centre, 182, Macquarie Street, Hobart, City of Hobart, Tasmania, 7000, Australia"
Tasmania Police Library,Tasmania Police,4288,Police Academy South Arm Road ROKEBY TAS 7019 AUSTRALIA,,,
Tasmania and Antarctica Regional Office Library,Bureau of Meteorology,9750,C/- National Meteorological Library 700 Collins Street DOCKLANDS VIC 3008 AUSTRALIA,,,
Tasmanian Ambulance Service Library,Tasmanian Ambulance Service,3423,1 Melville Street HOBART TAS 7000 AUSTRALIA,-42.8775875,147.32743035647576,"1-5, Melville Street, Hobart, City of Hobart, Tasmania, 7000, Australia"
Tasmanian Archive and Heritage Office,Libraries Tasmania,20057,Tasmanian Archive and Heritage Office 91 Murray Street HOBART TAS 7000 AUSTRALIA,,,
Tasmanian Association for the Gifted Library,Tasmanian Association for the Gifted Inc.,10876,"Tasmanian Association for the Gifted GPO Box 1942, Hobart TAS 7001 AUSTRALIA",,,
Tasmanian Branch Library,Australian Nursing and Midwifery Federation,798,182 Macquarie Street HOBART TAS 7000 AUSTRALIA,-42.886558,147.3257458,"Health Education Resource Centre, 182, Macquarie Street, Hobart, City of Hobart, Tasmania, 7000, Australia"
Tasmanian Decorated Interiors,Centre for Heritage at Oatlands Southern Midlands Council,339599,PO Box 21 OATLANDS TAS 7120 AUSTRALIA,,,
Tasmanian Law Library: Andrew Inglis Clark,Department of Justice (TAS);Law Society of Tasmania,5063,Supreme Court Building 1 Salamanca Place HOBART TAS 7000 AUSTRALIA,,,
Tasmanian Library,National Trust of Australia (Tasmania),990,413 Hobart Road YOUNGTOWN TAS 7250 AUSTRALIA,-41.476256,147.1648944,"Hobart Road, Youngtown, Launceston, City of Launceston, Tasmania, 7249, Australia"
Tasmanian Museum & Art Gallery Library,Tasmanian Museum & Art Gallery,8915,19 Davey Street HOBART TAS 7000 AUSTRALIA,-42.8861686,147.3274844,"Davey Street, Hobart, City of Hobart, Tasmania, 7000, Australia"
Tasmanian Office,Australian Electoral Commission,16215,"8th Fl., AMP Bldg 86 Collins St Hobart TAS 7000 AUSTRALIA",,,
Tasmanian Parliamentary Library,Parliament of Tasmania,4295,Tasmanian Parliamentary Library Parliament House HOBART TAS 7000 AUSTRALIA,,,
Tasmanian Philatelic Society Library,Tasmanian Philatelic Society,5853,Legacy House 159 Macquarie Street HOBART TAS 7000 AUSTRALIA,,,
Tasmanian Youth Orchestra Council Library,Tasmanian Youth Orchestra Council,8152,4 Heathfield Avenue HOBART TAS 7000 AUSTRALIA,-42.8867812,147.3268616,"Heathfield Avenue, Hobart, City of Hobart, Tasmania, 7000, Australia"
Tattersals Club,,342100,181 Elizabeth Street SYDNEY NSW 2000 AUSTRALIA,-33.8720256,151.2097294,"Red Bottle Elizabeth Street, 181, Elizabeth Street, Koreatown, Sydney, Council of the City of Sydney, New South Wales, 2000, Australia"
Tatura Irrigation & Wartime Camps Museum,Tatura Historical Society,1402,49 Hogan Street TATURA VIC 3616 AUSTRALIA,-36.4401134,145.2221641,"Hogan Street, Tatura, City of Greater Shepparton, Victoria, 3616, Australia"
Tatura Library,Goulburn Valley Libraries,7661,Casey Street TATURA VIC 3616 AUSTRALIA,,,
Tauondi College Learning Resource Centre,Tauondi Inc,3155,1 Lipson Street PORT ADELAIDE SA 5015 AUSTRALIA,-34.8425945,138.5057176,"Lipson Street, Port Adelaide, Adelaide, City of Port Adelaide Enfield, South Australia, 5015, Australia"
TaxLine,The Tax Institute,16424,Lvl 10 175 Pitt Street SYDNEY NSW 2000 AUSTRALIA,,,
Tea Gardens Library,MidCoast Council,3816,Marine Drive TEA GARDENS NSW 2324 AUSTRALIA,-32.6656153,152.1599039,"Marine Drive, Tea Gardens, Mid-Coast Council, New South Wales, 2324, Australia"
Tea Tree Gully Toy Library,City of Tea Tree Gully,339679,571 Montague Road MODBURY SA 5092 AUSTRALIA,-34.8284601,138.69000396996591,"City of Tea Tree Gully Library, 571, Montague Road, Modbury North, Adelaide, City of Tea Tree Gully, South Australia, 5092, Australia"
Tech Library,Sydney Technical High School,5627,Forest Road BEXLEY NSW 2207 AUSTRALIA,-33.9430939,151.1302649,"Forest Road, Bexley, St George, Sydney, Bayside Council, New South Wales, 2207, Australia"
